Date,Open,High,Low,Close,Adj Close,Volume
2020-06-03,55.189999,56.099998,55.099998,55.689999,54.284668,991500
2020-06-04,55.830002,56.200001,55.590000,55.720001,54.313911,923600
2020-06-05,56.419998,56.750000,56.080002,56.250000,54.830536,932900
2020-06-08,56.070000,56.529999,56.009998,56.529999,55.103474,825900
2020-06-09,55.419998,55.889999,55.380001,55.599998,54.196938,760000
2020-06-10,56.450001,56.689999,56.119999,56.360001,54.937763,1061000
2020-06-11,55.279999,55.689999,54.380001,54.709999,53.329399,4120200
2020-06-12,54.790001,55.070000,54.160000,54.750000,53.368389,4006100
2020-06-15,54.060001,55.160000,53.869999,55.020000,53.631577,1420900
2020-06-16,56.049999,56.520000,55.660000,56.290001,54.869530,1441400
2020-06-17,56.849998,57.689999,56.799999,57.029999,55.590855,2247400
2020-06-18,57.119999,57.230000,56.590000,56.849998,55.415394,1512300
2020-06-19,58.150002,58.209999,57.240002,57.369999,55.922276,986800
2020-06-22,57.900002,57.939999,57.110001,57.200001,55.756565,825000
2020-06-23,57.290001,57.869999,57.189999,57.209999,55.766308,1026800
2020-06-24,57.209999,57.250000,56.299999,56.299999,54.879276,1430600
2020-06-25,56.299999,56.560001,55.889999,56.520000,55.093727,1021100
2020-06-26,57.080002,57.080002,56.090000,56.139999,54.723312,884300
2020-06-29,55.340000,55.560001,55.029999,55.270000,53.875271,803200
2020-06-30,54.389999,54.980000,54.380001,54.880001,53.495110,991800
2020-07-01,54.700001,55.290001,54.650002,55.070000,53.680317,666000
2020-07-02,55.540001,56.090000,55.540001,55.669998,54.265171,653800
2020-07-06,55.490002,55.660000,54.919998,55.040001,53.651073,780500
2020-07-07,54.459999,54.869999,54.360001,54.590000,53.212429,664000
2020-07-08,54.209999,54.590000,54.070000,54.590000,53.212429,720300
2020-07-09,54.639999,54.770000,53.560001,53.709999,52.354633,2065500
2020-07-10,53.990002,54.299999,53.860001,54.209999,52.842014,1085500
2020-07-13,54.639999,55.209999,54.340000,54.759998,53.378139,1864800
2020-07-14,54.580002,55.080002,54.580002,55.000000,53.612080,802500
2020-07-15,55.650002,55.849998,55.169998,55.220001,53.826530,691700
2020-07-16,55.070000,55.299999,54.970001,55.160000,53.768044,635100
2020-07-17,55.570000,55.820000,55.369999,55.700001,54.294415,554200
2020-07-20,55.790001,55.970001,55.169998,55.270000,53.875271,1190600
2020-07-21,55.980000,56.320000,55.540001,55.560001,54.157951,851600
2020-07-22,55.860001,55.950001,55.299999,55.849998,54.440632,886700
2020-07-23,60.500000,60.959999,59.610001,59.669998,58.164230,1733200
2020-07-24,60.910000,61.040001,60.029999,60.150002,58.632126,899600
2020-07-27,61.410000,61.410000,60.790001,61.040001,59.499660,781200
2020-07-28,60.360001,61.660000,60.360001,61.230000,59.684868,806900
2020-07-29,62.639999,62.639999,62.000000,62.259998,60.688873,794900
2020-07-30,60.970001,61.520000,60.389999,61.439999,59.889568,755700
2020-07-31,61.049999,61.189999,59.919998,60.480000,58.953793,1023600
2020-08-03,61.720001,61.919998,61.040001,61.250000,59.704361,794300
2020-08-04,60.779999,61.750000,60.689999,61.750000,60.191750,773100
2020-08-05,62.080002,62.250000,61.139999,61.180000,59.636127,706200
2020-08-06,60.299999,60.650002,60.279999,60.419998,59.350281,930100
2020-08-07,59.759998,59.889999,59.419998,59.689999,58.633205,726300
2020-08-10,59.939999,59.939999,59.419998,59.570000,58.515331,870300
2020-08-11,59.639999,59.669998,58.689999,58.779999,57.739319,647900
2020-08-12,59.799999,60.500000,59.720001,60.180000,59.114532,791200
2020-08-13,60.250000,60.439999,59.810001,59.910000,58.849316,786400
2020-08-14,59.630001,59.889999,59.299999,59.439999,58.387634,1242100
2020-08-17,59.560001,59.980000,59.560001,59.750000,58.692146,740300
2020-08-18,60.160000,60.180000,59.759998,60.049999,58.986835,763900
2020-08-19,60.610001,60.610001,59.950001,60.049999,58.986835,776400
2020-08-20,59.689999,60.130001,59.580002,60.070000,59.006477,655800
2020-08-21,58.849998,59.680000,58.810001,59.560001,58.505512,469200
2020-08-24,60.599998,60.630001,60.060001,60.279999,59.212761,516800
2020-08-25,60.540001,60.570000,59.900002,60.180000,59.114532,507000
2020-08-26,60.009998,60.419998,59.939999,60.299999,59.232407,523800
2020-08-27,61.169998,61.250000,60.380001,60.400002,59.330639,644700
2020-08-28,60.080002,60.180000,59.480000,60.150002,59.085068,660900
2020-08-31,59.830002,60.110001,59.480000,59.580002,58.525158,640600
2020-09-01,59.450001,59.720001,59.070000,59.639999,58.584091,801600
2020-09-02,60.330002,61.009998,60.320000,60.919998,59.841427,596800
2020-09-03,61.049999,61.209999,59.520000,59.790001,58.731441,827900
2020-09-04,59.599998,59.810001,58.459999,59.160000,58.112591,958600
2020-09-08,59.610001,60.060001,59.189999,59.669998,58.613564,1260900
2020-09-09,61.459999,62.389999,61.439999,62.110001,61.010361,1032900
2020-09-10,62.040001,62.110001,61.080002,61.090000,60.008419,1006200
2020-09-11,62.049999,62.470001,61.639999,61.980000,60.882664,2066400
2020-09-14,62.520000,62.540001,61.750000,61.759998,60.666557,687400
2020-09-15,62.770000,62.939999,62.400002,62.470001,61.363987,978600
2020-09-16,62.689999,62.799999,62.130001,62.220001,61.118416,730300
2020-09-17,62.110001,62.630001,61.939999,62.470001,61.363987,986100
2020-09-18,61.380001,61.660000,60.540001,60.900002,59.821785,1644900
2020-09-21,59.959999,59.980000,59.320000,59.900002,58.839489,1216700
2020-09-22,60.250000,60.880001,60.209999,60.509998,59.438690,928600
2020-09-23,61.439999,61.470001,60.430000,60.450001,59.379753,908600
2020-09-24,60.689999,60.779999,59.980000,60.590000,59.517273,744500
2020-09-25,60.320000,60.820000,60.160000,60.820000,59.743202,639800
2020-09-28,61.889999,62.250000,61.660000,61.730000,60.637089,866000
2020-09-29,61.770000,62.040001,61.580002,61.910000,60.813904,907500
2020-09-30,62.020000,62.180000,61.410000,61.680000,60.587975,647100
2020-10-01,61.869999,62.290001,61.419998,61.919998,60.823723,1062200
2020-10-02,62.110001,62.910000,62.020000,62.689999,61.580093,1002800
2020-10-05,62.840000,63.020000,62.680000,62.939999,61.825665,580200
2020-10-06,62.520000,62.560001,61.549999,61.730000,60.637089,686600
2020-10-07,61.759998,62.139999,61.730000,62.040001,60.941601,422300
2020-10-08,62.080002,62.410000,62.020000,62.220001,61.118416,662400
2020-10-09,62.689999,63.320000,62.599998,63.119999,62.002480,1342900
2020-10-12,63.040001,63.500000,63.009998,63.090000,61.973011,1137800
2020-10-13,62.919998,63.400002,62.919998,63.189999,62.071239,1667600
2020-10-14,63.400002,63.889999,63.200001,63.439999,62.316814,831300
2020-10-15,62.320000,62.599998,62.200001,62.299999,61.196999,939200
2020-10-16,62.810001,62.919998,62.580002,62.759998,61.648853,821000
2020-10-19,62.799999,62.930000,61.759998,61.799999,60.705849,1633400
2020-10-20,62.820000,62.860001,62.389999,62.459999,61.354164,1022200
2020-10-21,61.799999,62.369999,61.580002,61.580002,60.489746,1144500
2020-10-22,61.980000,62.049999,61.549999,61.570000,60.479923,1075100
2020-10-23,61.799999,61.990002,61.110001,61.320000,60.234348,938800
2020-10-26,60.660000,60.779999,60.330002,60.759998,59.684261,1541500
2020-10-27,60.529999,61.560001,60.490002,60.990002,59.910194,1284600
2020-10-28,59.090000,59.490002,58.240002,58.360001,57.326756,1868900
2020-10-29,57.540001,58.049999,57.099998,57.700001,57.153416,1428300
2020-10-30,56.970001,57.189999,56.400002,56.830002,56.291656,1493300
2020-11-02,57.709999,57.980000,57.380001,57.810001,57.262371,1390300
2020-11-03,58.830002,59.520000,58.599998,58.959999,58.401478,1687700
2020-11-04,59.570000,60.709999,59.419998,60.180000,59.609921,1701900
2020-11-05,61.799999,61.810001,60.709999,60.860001,60.283478,987000
2020-11-06,61.470001,61.840000,61.279999,61.430000,60.848080,1160100
2020-11-09,63.220001,63.240002,61.209999,61.230000,60.649975,1472400
2020-11-10,61.700001,62.160000,61.509998,61.919998,61.333435,1134800
2020-11-11,62.680000,63.450001,62.639999,62.950001,62.353680,1072900
2020-11-12,62.990002,63.049999,62.459999,62.709999,62.115952,896300
2020-11-13,62.439999,62.790001,62.419998,62.730000,62.135765,752900
2020-11-16,62.049999,62.220001,60.959999,60.990002,60.412251,1074600
2020-11-17,60.660000,60.779999,60.259998,60.279999,59.708973,1526600
2020-11-18,60.220001,60.470001,59.459999,59.470001,58.906647,1111200
2020-11-19,59.230000,59.299999,58.799999,59.180000,58.619392,1625400
2020-11-20,59.360001,59.380001,58.930000,59.240002,58.678825,1535600
2020-11-23,58.680000,58.709999,57.900002,58.250000,57.698204,1649600
2020-11-24,58.230000,58.299999,57.689999,58.110001,57.559528,1605000
2020-11-25,60.389999,61.389999,60.209999,61.279999,60.699497,4405000
2020-11-27,61.180000,61.369999,60.119999,60.509998,59.936794,4431800
2020-11-30,60.889999,61.599998,60.650002,61.060001,60.481586,2462500
2020-12-01,60.369999,60.599998,59.299999,59.770000,59.203804,2320500
2020-12-02,58.720001,59.139999,58.389999,59.110001,58.550056,3014800
2020-12-03,58.290001,58.529999,57.619999,57.980000,57.430759,3729400
2020-12-04,57.959999,58.630001,57.900002,58.470001,57.916119,2760700
2020-12-07,57.910000,58.070000,57.400002,58.000000,57.450573,2347300
2020-12-08,57.750000,58.650002,57.619999,58.570000,58.015171,2012200
2020-12-09,58.220001,58.830002,58.040001,58.730000,58.173656,3017900
2020-12-10,58.830002,59.099998,58.410000,58.610001,58.054794,2327000
2020-12-11,58.340000,59.020000,58.330002,58.990002,58.431194,1631400
2020-12-14,58.660000,58.939999,58.090000,58.160000,57.609055,2060500
2020-12-15,58.369999,58.549999,57.900002,58.320000,57.767540,2086900
2020-12-16,58.470001,59.520000,58.430000,59.380001,58.817501,2088900
2020-12-17,59.000000,59.330002,58.889999,59.259998,58.698635,2523300
2020-12-18,58.950001,59.029999,58.590000,58.790001,58.233089,2778600
2020-12-21,57.650002,58.119999,57.119999,58.070000,57.519909,1804600
2020-12-22,58.299999,58.310001,57.730000,58.020000,57.470383,1587600
2020-12-23,58.299999,58.720001,58.070000,58.389999,57.836876,1309500
2020-12-24,58.540001,58.759998,58.330002,58.680000,58.124130,367800
2020-12-28,58.799999,59.439999,58.790001,59.090000,58.530247,1126500
2020-12-29,60.119999,60.419998,59.799999,60.130001,59.560394,2242800
2020-12-30,60.509998,61.230000,60.480000,60.900002,60.323101,1738900
2020-12-31,60.759998,60.830002,59.759998,60.360001,59.788216,1331400
2021-01-04,61.310001,61.430000,60.240002,60.529999,59.956604,1795100
2021-01-05,60.410000,60.619999,60.020000,60.560001,59.986320,1386400
2021-01-06,60.619999,61.209999,60.570000,60.650002,60.075470,2048900
2021-01-07,60.250000,60.430000,59.549999,59.820000,59.253330,2421000
2021-01-08,59.919998,60.590000,59.459999,60.529999,59.956604,3342300
2021-01-11,59.759998,59.910000,59.160000,59.520000,58.956173,1591700
2021-01-12,58.840000,59.200001,58.669998,59.090000,58.530247,1463100
2021-01-13,58.980000,59.470001,58.919998,59.169998,58.609486,2110600
2021-01-14,59.360001,60.070000,59.160000,59.840000,59.273140,1717900
2021-01-15,59.590000,59.959999,59.360001,59.680000,59.114658,1843900
2021-01-19,59.849998,59.910000,59.380001,59.380001,58.817501,1642100
2021-01-20,59.459999,59.720001,59.270000,59.549999,58.985889,1138400
2021-01-21,59.720001,60.060001,59.639999,59.919998,59.352383,1342900
2021-01-22,59.799999,60.020000,59.540001,59.660000,59.094845,985600
2021-01-25,60.070000,61.150002,59.990002,60.970001,60.392437,1379600
2021-01-26,60.790001,60.930000,60.470001,60.900002,60.323101,1266300
2021-01-27,60.000000,60.209999,59.270000,59.340000,58.777878,1852700
2021-01-28,59.209999,59.650002,59.020000,59.080002,58.520344,1335200
2021-01-29,58.270000,58.590000,58.189999,58.340000,57.787350,2016800
2021-02-01,58.549999,58.770000,58.369999,58.380001,57.826973,1186000
2021-02-02,58.700001,58.889999,58.439999,58.700001,58.143940,1042000
2021-02-03,59.310001,59.369999,58.849998,59.299999,58.738255,1358400
2021-02-04,56.250000,56.459999,55.380001,55.849998,55.320938,4885100
2021-02-05,55.240002,55.439999,54.799999,55.020000,54.498802,4233000
2021-02-08,54.980000,55.119999,54.310001,55.020000,54.498802,4557900
2021-02-09,54.200001,54.830002,54.029999,54.480000,53.963917,4815100
2021-02-10,54.860001,55.049999,54.209999,54.250000,53.736095,3582600
2021-02-11,53.959999,54.360001,53.779999,54.349998,53.835148,3839900
2021-02-12,54.189999,55.060001,54.169998,55.049999,54.528515,1899800
2021-02-16,55.849998,55.939999,55.450001,55.740002,55.211983,2017600
2021-02-17,54.980000,55.270000,54.889999,55.060001,54.538422,1901700
2021-02-18,55.299999,55.700001,55.080002,55.619999,55.093117,1603400
2021-02-19,55.240002,55.279999,54.380001,54.380001,53.864864,1526300
2021-02-22,54.119999,54.590000,53.889999,54.310001,53.795528,2578300
2021-02-23,54.320000,55.689999,54.320000,55.419998,54.895008,4020300
2021-02-24,53.880001,54.509998,53.880001,54.259998,53.745998,4091600
2021-02-25,53.900002,54.349998,53.439999,53.810001,53.810001,5231100
2021-02-26,52.889999,52.930000,51.980000,52.060001,52.060001,3712700
2021-03-01,52.689999,53.020000,52.380001,52.639999,52.639999,2307300
2021-03-02,53.130001,53.480000,53.090000,53.259998,53.259998,1924200
2021-03-03,52.889999,53.669998,52.680000,53.439999,53.439999,4564700
2021-03-04,53.730000,54.380001,53.139999,53.480000,53.480000,4181000
2021-03-05,53.459999,54.060001,53.330002,54.020000,54.020000,2619400
2021-03-08,53.540001,54.360001,53.509998,53.980000,53.980000,3109400
2021-03-09,54.740002,54.849998,54.099998,54.110001,54.110001,2382400
2021-03-10,55.020000,55.020000,54.570000,54.830002,54.830002,2437500
2021-03-11,54.669998,54.830002,54.529999,54.590000,54.590000,1981200
2021-03-12,54.720001,55.200001,54.619999,55.130001,55.130001,1811200
2021-03-15,55.610001,55.619999,54.860001,55.150002,55.150002,3451100
2021-03-16,55.299999,56.220001,55.279999,56.110001,56.110001,3461900
2021-03-17,55.919998,56.189999,55.750000,55.750000,55.750000,2447600
2021-03-18,55.740002,56.119999,55.590000,55.919998,55.919998,1781100
2021-03-19,55.220001,55.439999,54.919998,55.189999,55.189999,2567700
2021-03-22,55.220001,55.810001,55.180000,55.669998,55.669998,1521300
2021-03-23,55.860001,56.400002,55.779999,56.020000,56.020000,1789900
2021-03-24,55.349998,55.930000,55.270000,55.660000,55.660000,1671200
2021-03-25,55.959999,56.150002,55.639999,55.980000,55.980000,1553800
2021-03-26,55.740002,56.189999,55.549999,56.189999,56.189999,1358900
